title,text,rating
Decent price for average grade battery and delivered so you dont have to leave the couch,They dont last as long as certain premium brands but they do OK. I wouldnt put them in critical apps like smoke detectors but for TV remotes and toys and all the other goofy modern distractions that regularly beg for AAs they are OK.,3
Terrible - The product lasts less than a week in ...,"Terrible - The product lasts less than a week in a home weather station, regardless if warm or cold weather. Cheap Rayovac batteries work just fine and I will stick with buying those locally at Menards.",1
Great,"Young kids love it, easy to use and takes a beating but still cheap enough that if it does happen to break you don't break the bank too",5
i have allways been impressed with Amazon brand products.,These battery only last a few months in my dish network remote controls (have 10 of them). Duracells last over a yearI will no longer purchase Amazon batteries. Disappointed,1
Just as good as name brand.,I might even say they're better than name brand based on the price and quantity you get. Use them in everything from kids toys to flashlights to gaming controllers.,5
Great tablet for my three year old!!,Brought this for my daughter and it's been a life saver!!! I love that it already comes with the pink bumper it's perfect for her!! Set up was also a breeze!!! I'm very pleased with this purchase.,5
NOT WORTH IT,"I went with this tablet based on many good customer reviews, but my experience was not a good one. From the start I was on the phone every day for at least an hour with Amazon tech support for one issue or another. Most of the techs were very polite, but not all knew the product very well. At one point I asked one of them about trying to save some RAM and they kept referring me to the storage, which told me they didn't even know the difference between RAM and regular storage. The internet browser was basic and it ran very slow at times, even when all my other wifi devices ran great. Then a day would pass and I'd be trying to type an email and the keyboard would just stop working...wtf??? Come to find out it's a ""known issue"" and ""they're working on it"". After two weeks of one thing after another I got fed up and just returned it. I wanted it to work, and gave it a good run, but just not quality stuff. To me it was like Walmart trying to build their own computer when they're obviously not a computer manufacturer, neither is Amazon. If I were you I'd look at a regular Android tablet from a reputable PC manufacturer, which is exactly what I did next. I got an ASUS tablet for only a few dollars more, and it's unbelievable. 1000% better in comparison to the Amazon Fire HD8. Save yourself the aggravation and go with ASUS or some other company that is specifically in the computer business full time. Sorry Amazon, not this time!",1
"Good quality, too many zippers","Too many zippers IMO. Good quality, but the zippers frequently get caught making it slightly annoying to open.",3
The camera is awful!,Unable to download the Instagram app. which stinks,3
Thanks,"I think most of the batteries I have in my house are now all AmazonBasics. These batteries are in all of our toys, gadgets, remotes and I have never had an issue. They last as long as expected.",5
Not what I was looking for,"I purchased this for my 4 year old to play. It was not as user friendly as described and VERY slow. It keeps pausing and freezing up, which is frustrating for anyone using it. I was told that I would receive 20 off of the prime subscription, however, that was not offered when registering this product. It may be good for some, but it was not a good fit for us.",3
This is pretty user friendly,This has been pretty easy for my kids to use and navigate. They really like it.,3
Very Happy With Purchase,Battery life is unreal! So much faster than my old kindle.,5
One Star,These batteries are absolute garbage. Very little capacity.,1
"Decent, does the job","Works fine on wifi, otherwise a little slow. My kid enjoys it though. For the price it's good.",3
Five Stars,"Good batteries, even better price. I will never buy batteries from anywhere else",5
I bought these batteries for my Fitbit scale and installed ...,I bought these batteries for my Fitbit scale and installed them as soon as they arrived. Typically I have to change the batteries every 6-8 months but I have already had to replace these. I won't be buying them again.,1
